YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2019,5,5,16,159.87
2019,5,5,17,57.63
2019,5,5,18,0.0
2019,5,5,19,0.0
2019,5,5,20,0.0
2019,5,5,21,0.0
2019,5,5,22,0.0
2019,5,5,23,0.0
2019,5,6,0,0.0
2019,5,6,1,0.0
2019,5,6,2,0.0
2019,5,6,3,0.0
2019,5,6,4,0.0
2019,5,6,5,0.0
2019,5,6,6,15.91
2019,5,6,7,53.92
2019,5,6,8,154.96
2019,5,6,9,327.15
2019,5,6,10,448.3
2019,5,6,11,576.94
2019,5,6,12,559.55
2019,5,6,13,453.65
2019,5,6,14,336.87
2019,5,6,15,156.47
2019,5,6,16,95.62
2019,5,6,17,33.8
2019,5,6,18,0.0
2019,5,6,19,0.0
2019,5,6,20,0.0
2019,5,6,21,0.0
2019,5,6,22,0.0
2019,5,6,23,0.0
2019,5,7,0,0.0
2019,5,7,1,0.0
2019,5,7,2,0.0
2019,5,7,3,0.0
2019,5,7,4,0.0
2019,5,7,5,0.0
2019,5,7,6,19.12
2019,5,7,7,69.51
2019,5,7,8,128.45
2019,5,7,9,283.91
2019,5,7,10,461.26
2019,5,7,11,472.52
2019,5,7,12,568.94
2019,5,7,13,540.62
2019,5,7,14,497.11
2019,5,7,15,382.75
2019,5,7,16,226.77
2019,5,7,17,50.83
2019,5,7,18,0.0
2019,5,7,19,0.0
2019,5,7,20,0.0
2019,5,7,21,0.0
2019,5,7,22,0.0
2019,5,7,23,0.0
2019,5,8,0,0.0
2019,5,8,1,0.0
2019,5,8,2,0.0
2019,5,8,3,0.0
2019,5,8,4,0.0
2019,5,8,5,0.0
2019,5,8,6,15.39
2019,5,8,7,68.63
2019,5,8,8,172.9
2019,5,8,9,247.6
2019,5,8,10,375.77
2019,5,8,11,515.05
2019,5,8,12,542.12
2019,5,8,13,586.2
2019,5,8,14,554.01
2019,5,8,15,447.36
2019,5,8,16,257.03
2019,5,8,17,53.25
2019,5,8,18,0.0
2019,5,8,19,0.0
2019,5,8,20,0.0
2019,5,8,21,0.0
2019,5,8,22,0.0
2019,5,8,23,0.0
2019,5,9,0,0.0
2019,5,9,1,0.0
2019,5,9,2,0.0
2019,5,9,3,0.0
2019,5,9,4,0.0
2019,5,9,5,0.0
2019,5,9,6,12.96
2019,5,9,7,82.97
2019,5,9,8,181.09
2019,5,9,9,291.55
2019,5,9,10,369.11
2019,5,9,11,412.19
2019,5,9,12,333.68
2019,5,9,13,316.61
2019,5,9,14,274.26
2019,5,9,15,402.32
2019,5,9,16,230.02
2019,5,9,17,60.75
2019,5,9,18,0.0
2019,5,9,19,0.0
2019,5,9,20,0.0
2019,5,9,21,0.0
2019,5,9,22,0.0
2019,5,9,23,0.0
2019,5,10,0,0.0
2019,5,10,1,0.0
2019,5,10,2,0.0
2019,5,10,3,0.0
2019,5,10,4,0.0
2019,5,10,5,0.0
2019,5,10,6,33.73
2019,5,10,7,151.4
2019,5,10,8,305.88
2019,5,10,9,434.51
2019,5,10,10,639.19
2019,5,10,11,735.41
2019,5,10,12,873.64
2019,5,10,13,802.11
2019,5,10,14,615.02
2019,5,10,15,490.16
2019,5,10,16,288.82
2019,5,10,17,74.28
2019,5,10,18,0.0
2019,5,10,19,0.0
2019,5,10,20,0.0
2019,5,10,21,0.0
2019,5,10,22,0.0
2019,5,10,23,0.0
2019,5,11,0,0.0
2019,5,11,1,0.0
2019,5,11,2,0.0
2019,5,11,3,0.0
2019,5,11,4,0.0
2019,5,11,5,0.0
2019,5,11,6,50.61
2019,5,11,7,244.36
2019,5,11,8,468.41
2019,5,11,9,647.33
2019,5,11,10,653.01
2019,5,11,11,738.2
2019,5,11,12,743.97
2019,5,11,13,608.25
2019,5,11,14,530.0
2019,5,11,15,459.03
2019,5,11,16,281.41
2019,5,11,17,64.45
2019,5,11,18,0.0
2019,5,11,19,0.0
2019,5,11,20,0.0
2019,5,11,21,0.0
2019,5,11,22,0.0
2019,5,11,23,0.0
2019,5,12,0,0.0
2019,5,12,1,0.0
2019,5,12,2,0.0
2019,5,12,3,0.0
2019,5,12,4,0.0
2019,5,12,5,0.0
2019,5,12,6,34.48
2019,5,12,7,172.09
2019,5,12,8,321.8
2019,5,12,9,471.44
2019,5,12,10,588.05
2019,5,12,11,507.73
2019,5,12,12,650.36
2019,5,12,13,532.13
2019,5,12,14,501.23
2019,5,12,15,372.17
2019,5,12,16,193.5
2019,5,12,17,48.52
2019,5,12,18,0.0
2019,5,12,19,0.0
2019,5,12,20,0.0
2019,5,12,21,0.0
2019,5,12,22,0.0
2019,5,12,23,0.0
2019,5,13,0,0.0
2019,5,13,1,0.0
2019,5,13,2,0.0
2019,5,13,3,0.0
2019,5,13,4,0.0
2019,5,13,5,0.0
2019,5,13,6,7.39
2019,5,13,7,36.1
2019,5,13,8,83.52
2019,5,13,9,150.01
2019,5,13,10,224.15
2019,5,13,11,415.31
2019,5,13,12,471.87
2019,5,13,13,498.48
2019,5,13,14,449.73
2019,5,13,15,293.02
2019,5,13,16,148.86
2019,5,13,17,36.83
2019,5,13,18,0.0
2019,5,13,19,0.0
2019,5,13,20,0.0
2019,5,13,21,0.0
2019,5,13,22,0.0
2019,5,13,23,0.0
2019,5,14,0,0.0
2019,5,14,1,0.0
2019,5,14,2,0.0
2019,5,14,3,0.0
2019,5,14,4,0.0
2019,5,14,5,0.0
2019,5,14,6,14.67
2019,5,14,7,46.04
2019,5,14,8,95.82
2019,5,14,9,137.49
2019,5,14,10,196.43
2019,5,14,11,253.01
2019,5,14,12,274.35
2019,5,14,13,167.09
2019,5,14,14,165.92
2019,5,14,15,99.32
2019,5,14,16,74.24
2019,5,14,17,29.02
2019,5,14,18,0.0
2019,5,14,19,0.0
2019,5,14,20,0.0
2019,5,14,21,0.0
2019,5,14,22,0.0
2019,5,14,23,0.0
2019,5,15,0,0.0
2019,5,15,1,0.0
2019,5,15,2,0.0
2019,5,15,3,0.0
2019,5,15,4,0.0
2019,5,15,5,0.0
2019,5,15,6,27.33
2019,5,15,7,116.8
2019,5,15,8,230.4
2019,5,15,9,350.66
2019,5,15,10,517.04
2019,5,15,11,469.5
2019,5,15,12,433.23
2019,5,15,13,452.55
2019,5,15,14,396.94
2019,5,15,15,253.24
2019,5,15,16,133.2
2019,5,15,17,38.85
2019,5,15,18,0.0
2019,5,15,19,0.0
2019,5,15,20,0.0
2019,5,15,21,0.0
2019,5,15,22,0.0
2019,5,15,23,0.0
2019,5,16,0,0.0
2019,5,16,1,0.0
2019,5,16,2,0.0
2019,5,16,3,0.0
2019,5,16,4,0.0
2019,5,16,5,0.0
2019,5,16,6,11.79
2019,5,16,7,79.0
2019,5,16,8,142.37
2019,5,16,9,175.19
2019,5,16,10,203.3
2019,5,16,11,258.16
2019,5,16,12,245.86
2019,5,16,13,289.45
2019,5,16,14,313.35
2019,5,16,15,275.4
2019,5,16,16,166.18
2019,5,16,17,49.2
2019,5,16,18,0.0
2019,5,16,19,0.0
2019,5,16,20,0.0
2019,5,16,21,0.0
2019,5,16,22,0.0
2019,5,16,23,0.0
2019,5,17,0,0.0
2019,5,17,1,0.0
2019,5,17,2,0.0
2019,5,17,3,0.0
2019,5,17,4,0.0
2019,5,17,5,0.0
2019,5,17,6,45.18
2019,5,17,7,188.27
2019,5,17,8,351.69
2019,5,17,9,517.04
2019,5,17,10,688.62
2019,5,17,11,689.52
2019,5,17,12,598.55
2019,5,17,13,562.51
2019,5,17,14,457.71
2019,5,17,15,335.62
2019,5,17,16,181.12
2019,5,17,17,48.52
2019,5,17,18,0.0
2019,5,17,19,0.0
2019,5,17,20,0.0
2019,5,17,21,0.0
2019,5,17,22,0.0
2019,5,17,23,0.0
2019,5,18,0,0.0
2019,5,18,1,0.0
2019,5,18,2,0.0
2019,5,18,3,0.0
2019,5,18,4,0.0
2019,5,18,5,0.0
2019,5,18,6,40.82
2019,5,18,7,179.12
2019,5,18,8,344.45
2019,5,18,9,573.45
2019,5,18,10,693.84
2019,5,18,11,768.59
2019,5,18,12,766.85
2019,5,18,13,757.48
2019,5,18,14,647.25
2019,5,18,15,473.3
2019,5,18,16,268.15
2019,5,18,17,72.43
2019,5,18,18,0.0
2019,5,18,19,0.0
2019,5,18,20,0.0
2019,5,18,21,0.0
2019,5,18,22,0.0
2019,5,18,23,0.0
2019,5,19,0,0.0
2019,5,19,1,0.0
2019,5,19,2,0.0
2019,5,19,3,0.0
2019,5,19,4,0.0
2019,5,19,5,0.0
2019,5,19,6,8.41
2019,5,19,7,86.49
2019,5,19,8,154.15
2019,5,19,9,235.17
2019,5,19,10,325.97
2019,5,19,11,485.48
2019,5,19,12,425.42
2019,5,19,13,450.41
2019,5,19,14,415.27
2019,5,19,15,316.04
2019,5,19,16,187.47
2019,5,19,17,53.38
2019,5,19,18,0.0
2019,5,19,19,0.0
2019,5,19,20,0.0
2019,5,19,21,0.0
2019,5,19,22,0.0
2019,5,19,23,0.0
2019,5,20,0,0.0
2019,5,20,1,0.0
2019,5,20,2,0.0
2019,5,20,3,0.0
2019,5,20,4,0.0
2019,5,20,5,0.0
2019,5,20,6,14.09
2019,5,20,7,64.2
2019,5,20,8,141.09
2019,5,20,9,158.0
2019,5,20,10,254.62
2019,5,20,11,319.14
2019,5,20,12,414.74
2019,5,20,13,370.29
2019,5,20,14,305.26
2019,5,20,15,232.79
2019,5,20,16,115.79
2019,5,20,17,31.88
2019,5,20,18,0.0
2019,5,20,19,0.0
2019,5,20,20,0.0
2019,5,20,21,0.0
2019,5,20,22,0.0
2019,5,20,23,0.0
2019,5,21,0,0.0
2019,5,21,1,0.0
2019,5,21,2,0.0
2019,5,21,3,0.0
2019,5,21,4,0.0
2019,5,21,5,0.0
2019,5,21,6,23.16
2019,5,21,7,103.41
2019,5,21,8,195.27
2019,5,21,9,368.4
2019,5,21,10,446.62
2019,5,21,11,412.78
2019,5,21,12,535.36
2019,5,21,13,597.24
2019,5,21,14,550.77
2019,5,21,15,405.17
2019,5,21,16,235.38
2019,5,21,17,54.95
2019,5,21,18,0.0
2019,5,21,19,0.0
2019,5,21,20,0.0
2019,5,21,21,0.0
2019,5,21,22,0.0
2019,5,21,23,0.0
2019,5,22,0,0.0
2019,5,22,1,0.0
2019,5,22,2,0.0
2019,5,22,3,0.0
2019,5,22,4,0.0
2019,5,22,5,0.0
2019,5,22,6,30.57
2019,5,22,7,117.18
2019,5,22,8,237.31
2019,5,22,9,498.26
2019,5,22,10,639.11
2019,5,22,11,732.09
2019,5,22,12,704.5
2019,5,22,13,645.69
2019,5,22,14,508.69
2019,5,22,15,344.45
2019,5,22,16,200.26
2019,5,22,17,54.3
2019,5,22,18,0.0
2019,5,22,19,0.0
2019,5,22,20,0.0
2019,5,22,21,0.0
2019,5,22,22,0.0
2019,5,22,23,0.0
2019,5,23,0,0.0
2019,5,23,1,0.0
2019,5,23,2,0.0
2019,5,23,3,0.0
2019,5,23,4,0.0
2019,5,23,5,0.0
2019,5,23,6,29.37
2019,5,23,7,138.02
2019,5,23,8,297.7
2019,5,23,9,465.44
2019,5,23,10,603.68
2019,5,23,11,562.04
2019,5,23,12,750.82
2019,5,23,13,650.83
2019,5,23,14,536.34
2019,5,23,15,347.88
2019,5,23,16,180.87
2019,5,23,17,42.48
2019,5,23,18,0.0
2019,5,23,19,0.0
2019,5,23,20,0.0
2019,5,23,21,0.0
2019,5,23,22,0.0
2019,5,23,23,0.0
2019,5,24,0,0.0
2019,5,24,1,0.0
2019,5,24,2,0.0
2019,5,24,3,0.0
2019,5,24,4,0.0
2019,5,24,5,0.0
2019,5,24,6,28.77
2019,5,24,7,123.65
2019,5,24,8,252.45
2019,5,24,9,392.84
2019,5,24,10,586.15
2019,5,24,11,793.84
2019,5,24,12,806.61
2019,5,24,13,760.31
2019,5,24,14,579.48
2019,5,24,15,419.88
2019,5,24,16,238.95
2019,5,24,17,73.75
2019,5,24,18,0.0
2019,5,24,19,0.0
2019,5,24,20,0.0
2019,5,24,21,0.0
2019,5,24,22,0.0
2019,5,24,23,0.0
2019,5,25,0,0.0
2019,5,25,1,0.0
2019,5,25,2,0.0
2019,5,25,3,0.0
2019,5,25,4,0.0
2019,5,25,5,0.0
2019,5,25,6,42.31
2019,5,25,7,127.31
2019,5,25,8,214.36
2019,5,25,9,308.05
2019,5,25,10,392.03
2019,5,25,11,430.27
2019,5,25,12,240.56
2019,5,25,13,178.66
2019,5,25,14,227.2
2019,5,25,15,122.8
2019,5,25,16,91.55
2019,5,25,17,17.83
2019,5,25,18,0.0
2019,5,25,19,0.0
2019,5,25,20,0.0
2019,5,25,21,0.0
2019,5,25,22,0.0
2019,5,25,23,0.0
2019,5,26,0,0.0
2019,5,26,1,0.0
2019,5,26,2,0.0
2019,5,26,3,0.0
2019,5,26,4,0.0
2019,5,26,5,0.0
2019,5,26,6,21.34
2019,5,26,7,55.83
2019,5,26,8,131.62
2019,5,26,9,276.1
2019,5,26,10,337.63
2019,5,26,11,569.09
2019,5,26,12,707.98
2019,5,26,13,650.3
2019,5,26,14,421.46
2019,5,26,15,355.25
2019,5,26,16,236.12
2019,5,26,17,72.62
2019,5,26,18,0.0
2019,5,26,19,0.0
2019,5,26,20,0.0
2019,5,26,21,0.0
2019,5,26,22,0.0
2019,5,26,23,0.0
2019,5,27,0,0.0
2019,5,27,1,0.0
2019,5,27,2,0.0
2019,5,27,3,0.0
2019,5,27,4,0.0
2019,5,27,5,0.0
2019,5,27,6,54.41
2019,5,27,7,255.37
2019,5,27,8,465.34
2019,5,27,9,626.59
2019,5,27,10,775.18
2019,5,27,11,827.66
2019,5,27,12,868.85
2019,5,27,13,751.02
2019,5,27,14,672.16
2019,5,27,15,488.53
2019,5,27,16,285.4
2019,5,27,17,80.73
2019,5,27,18,0.0
2019,5,27,19,0.0
2019,5,27,20,0.0
2019,5,27,21,0.0
2019,5,27,22,0.0
2019,5,27,23,0.0
2019,5,28,0,0.0
2019,5,28,1,0.0
2019,5,28,2,0.0
2019,5,28,3,0.0
2019,5,28,4,0.0
2019,5,28,5,0.0
2019,5,28,6,20.34
2019,5,28,7,56.28
2019,5,28,8,95.77
2019,5,28,9,174.52
2019,5,28,10,259.91
2019,5,28,11,434.91
2019,5,28,12,648.3
2019,5,28,13,623.98
2019,5,28,14,658.35
2019,5,28,15,503.41
2019,5,28,16,299.07
2019,5,28,17,73.95
2019,5,28,18,0.0
2019,5,28,19,0.0
2019,5,28,20,0.0
2019,5,28,21,0.0
2019,5,28,22,0.0
2019,5,28,23,0.0
2019,5,29,0,0.0
2019,5,29,1,0.0
2019,5,29,2,0.0
2019,5,29,3,0.0
2019,5,29,4,0.0
2019,5,29,5,0.0
2019,5,29,6,23.92
2019,5,29,7,82.52
2019,5,29,8,161.61
2019,5,29,9,421.14
2019,5,29,10,606.31
2019,5,29,11,675.05
2019,5,29,12,744.48
2019,5,29,13,725.7
2019,5,29,14,647.32
2019,5,29,15,467.38
2019,5,29,16,247.11
2019,5,29,17,61.85
2019,5,29,18,0.0
2019,5,29,19,0.0
2019,5,29,20,0.0
2019,5,29,21,0.0
2019,5,29,22,0.0
2019,5,29,23,0.0
2019,5,30,0,0.0
2019,5,30,1,0.0
2019,5,30,2,0.0
2019,5,30,3,0.0
2019,5,30,4,0.0
2019,5,30,5,0.0
2019,5,30,6,29.42
2019,5,30,7,109.02
2019,5,30,8,171.43
2019,5,30,9,343.9
2019,5,30,10,514.71
2019,5,30,11,660.91
2019,5,30,12,713.21
2019,5,30,13,739.48
2019,5,30,14,601.52
2019,5,30,15,442.12
2019,5,30,16,238.43
2019,5,30,17,61.41
2019,5,30,18,0.0
2019,5,30,19,0.0
2019,5,30,20,0.0
2019,5,30,21,0.0
2019,5,30,22,0.0
2019,5,30,23,0.0
2019,5,31,0,0.0
2019,5,31,1,0.0
2019,5,31,2,0.0
2019,5,31,3,0.0
2019,5,31,4,0.0
2019,5,31,5,0.0
2019,5,31,6,21.75
2019,5,31,7,65.68
2019,5,31,8,218.63
2019,5,31,9,499.11
2019,5,31,10,742.96
2019,5,31,11,820.17
2019,5,31,12,848.12
2019,5,31,13,818.12
2019,5,31,14,665.74
2019,5,31,15,432.17
2019,5,31,16,241.16
2019,5,31,17,69.01
2019,5,31,18,0.0
2019,5,31,19,0.0
2019,5,31,20,0.0
2019,5,31,21,0.0
2019,5,31,22,0.0
2019,5,31,23,0.0
2019,6,1,0,0.0
2019,6,1,1,0.0
2019,6,1,2,0.0
2019,6,1,3,0.0
2019,6,1,4,0.0
2019,6,1,5,0.0
2019,6,1,6,38.59
2019,6,1,7,172.29
2019,6,1,8,312.76
2019,6,1,9,387.56
2019,6,1,10,403.6
2019,6,1,11,519.66
2019,6,1,12,553.43
2019,6,1,13,600.63
2019,6,1,14,495.19
2019,6,1,15,452.76
2019,6,1,16,252.5
2019,6,1,17,66.03
2019,6,1,18,0.0
2019,6,1,19,0.0
2019,6,1,20,0.0
2019,6,1,21,0.0
2019,6,1,22,0.0
2019,6,1,23,0.0
2019,6,2,0,0.0
2019,6,2,1,0.0
2019,6,2,2,0.0
2019,6,2,3,0.0
2019,6,2,4,0.0
2019,6,2,5,0.0
2019,6,2,6,21.49
2019,6,2,7,48.78
2019,6,2,8,164.13
2019,6,2,9,259.3
2019,6,2,10,397.6
2019,6,2,11,550.45
2019,6,2,12,621.59
2019,6,2,13,580.66
2019,6,2,14,461.91
2019,6,2,15,319.02
2019,6,2,16,172.41
2019,6,2,17,46.7
2019,6,2,18,0.0
2019,6,2,19,0.0
2019,6,2,20,0.0
2019,6,2,21,0.0
2019,6,2,22,0.0
2019,6,2,23,0.0
2019,6,3,0,0.0
2019,6,3,1,0.0
2019,6,3,2,0.0
2019,6,3,3,0.0
2019,6,3,4,0.0
2019,6,3,5,0.0
2019,6,3,6,19.88
2019,6,3,7,52.82
2019,6,3,8,90.09
2019,6,3,9,116.89
2019,6,3,10,187.88
2019,6,3,11,173.75
2019,6,3,12,383.9
2019,6,3,13,343.59
2019,6,3,14,420.48
2019,6,3,15,375.41
2019,6,3,16,223.56
2019,6,3,17,61.38
2019,6,3,18,0.0
2019,6,3,19,0.0
2019,6,3,20,0.0
2019,6,3,21,0.0
2019,6,3,22,0.0
2019,6,3,23,0.0
2019,6,4,0,0.0
2019,6,4,1,0.0
2019,6,4,2,0.0
2019,6,4,3,0.0
2019,6,4,4,0.0
2019,6,4,5,0.0
2019,6,4,6,36.68
2019,6,4,7,83.03
2019,6,4,8,170.39
2019,6,4,9,190.53
2019,6,4,10,241.71
2019,6,4,11,292.45
2019,6,4,12,351.52
2019,6,4,13,277.21
2019,6,4,14,273.69
2019,6,4,15,206.59
2019,6,4,16,111.12
2019,6,4,17,38.86
2019,6,4,18,0.0
2019,6,4,19,0.0
2019,6,4,20,0.0
2019,6,4,21,0.0
2019,6,4,22,0.0
2019,6,4,23,0.0
2019,6,5,0,0.0
2019,6,5,1,0.0
2019,6,5,2,0.0
2019,6,5,3,0.0
2019,6,5,4,0.0
2019,6,5,5,0.0
2019,6,5,6,37.99
2019,6,5,7,130.14
2019,6,5,8,244.22
2019,6,5,9,410.7
2019,6,5,10,422.07
2019,6,5,11,401.17
2019,6,5,12,363.98
2019,6,5,13,535.16
2019,6,5,14,475.97
2019,6,5,15,399.24
2019,6,5,16,247.56
2019,6,5,17,62.13
2019,6,5,18,0.0
2019,6,5,19,0.0
2019,6,5,20,0.0
2019,6,5,21,0.0
2019,6,5,22,0.0
2019,6,5,23,0.0
2019,6,6,0,0.0
2019,6,6,1,0.0
2019,6,6,2,0.0
2019,6,6,3,0.0
2019,6,6,4,0.0
2019,6,6,5,0.0
2019,6,6,6,20.38
2019,6,6,7,74.7
2019,6,6,8,137.45
2019,6,6,9,139.09
2019,6,6,10,202.61
2019,6,6,11,243.98
2019,6,6,12,290.83
2019,6,6,13,361.38
2019,6,6,14,399.73
2019,6,6,15,288.41
2019,6,6,16,174.09
2019,6,6,17,59.94
2019,6,6,18,0.0
2019,6,6,19,0.0
2019,6,6,20,0.0
2019,6,6,21,0.0
2019,6,6,22,0.0
2019,6,6,23,0.0
2019,6,7,0,0.0
2019,6,7,1,0.0
2019,6,7,2,0.0
2019,6,7,3,0.0
2019,6,7,4,0.0
2019,6,7,5,0.0
2019,6,7,6,32.52
2019,6,7,7,139.97
2019,6,7,8,295.52
2019,6,7,9,476.5
2019,6,7,10,570.16
2019,6,7,11,602.51
2019,6,7,12,600.71
2019,6,7,13,567.26
2019,6,7,14,476.45
2019,6,7,15,338.2
2019,6,7,16,206.3
2019,6,7,17,65.13
2019,6,7,18,0.0
2019,6,7,19,0.0
2019,6,7,20,0.0
2019,6,7,21,0.0
2019,6,7,22,0.0
2019,6,7,23,0.0
2019,6,8,0,0.0
2019,6,8,1,0.0
2019,6,8,2,0.0
2019,6,8,3,0.0
2019,6,8,4,0.0
2019,6,8,5,0.0
2019,6,8,6,44.23
2019,6,8,7,186.7
2019,6,8,8,325.27
2019,6,8,9,425.91
2019,6,8,10,514.98
2019,6,8,11,508.67
2019,6,8,12,558.56
2019,6,8,13,551.15
2019,6,8,14,439.26
2019,6,8,15,363.7
2019,6,8,16,197.55
2019,6,8,17,58.26
2019,6,8,18,0.0
2019,6,8,19,0.0
2019,6,8,20,0.0
2019,6,8,21,0.0
2019,6,8,22,0.0
2019,6,8,23,0.0
2019,6,9,0,0.0
2019,6,9,1,0.0
2019,6,9,2,0.0
2019,6,9,3,0.0
2019,6,9,4,0.0
2019,6,9,5,0.0
2019,6,9,6,38.23
2019,6,9,7,116.49
2019,6,9,8,226.4
2019,6,9,9,230.7
2019,6,9,10,322.35
2019,6,9,11,379.02
2019,6,9,12,350.5
2019,6,9,13,304.84
2019,6,9,14,235.23
2019,6,9,15,142.47
2019,6,9,16,89.37
2019,6,9,17,31.76
2019,6,9,18,0.0
2019,6,9,19,0.0
2019,6,9,20,0.0
2019,6,9,21,0.0
2019,6,9,22,0.0
2019,6,9,23,0.0
2019,6,10,0,0.0
2019,6,10,1,0.0
2019,6,10,2,0.0
2019,6,10,3,0.0
2019,6,10,4,0.0
2019,6,10,5,0.0
2019,6,10,6,36.27
2019,6,10,7,106.78
2019,6,10,8,203.43
2019,6,10,9,281.05
2019,6,10,10,341.91
2019,6,10,11,336.61
2019,6,10,12,370.33
2019,6,10,13,436.64
2019,6,10,14,364.25
2019,6,10,15,286.58
2019,6,10,16,171.13
2019,6,10,17,66.2
2019,6,10,18,0.0
2019,6,10,19,0.0
2019,6,10,20,0.0
2019,6,10,21,0.0
2019,6,10,22,0.0
2019,6,10,23,0.0
2019,6,11,0,0.0
2019,6,11,1,0.0
2019,6,11,2,0.0
2019,6,11,3,0.0
2019,6,11,4,0.0
2019,6,11,5,0.0
2019,6,11,6,35.52
2019,6,11,7,83.23
2019,6,11,8,135.41
2019,6,11,9,221.54
2019,6,11,10,337.37
2019,6,11,11,400.37
2019,6,11,12,416.52
2019,6,11,13,391.11
2019,6,11,14,323.38
2019,6,11,15,223.5
2019,6,11,16,109.73
2019,6,11,17,43.52
2019,6,11,18,0.0
2019,6,11,19,0.0
2019,6,11,20,0.0
2019,6,11,21,0.0
2019,6,11,22,0.0
2019,6,11,23,0.0
2019,6,12,0,0.0
2019,6,12,1,0.0
2019,6,12,2,0.0
2019,6,12,3,0.0
2019,6,12,4,0.0
2019,6,12,5,0.0
2019,6,12,6,21.58
2019,6,12,7,109.07
2019,6,12,8,214.41
2019,6,12,9,320.91
2019,6,12,10,471.6
2019,6,12,11,581.08
2019,6,12,12,536.32
2019,6,12,13,546.14
2019,6,12,14,474.14
2019,6,12,15,360.59
2019,6,12,16,194.44
2019,6,12,17,55.78
2019,6,12,18,0.0
2019,6,12,19,0.0
2019,6,12,20,0.0
2019,6,12,21,0.0
2019,6,12,22,0.0
2019,6,12,23,0.0
2019,6,13,0,0.0
2019,6,13,1,0.0
2019,6,13,2,0.0
2019,6,13,3,0.0
2019,6,13,4,0.0
2019,6,13,5,0.0
2019,6,13,6,30.95
2019,6,13,7,84.84
2019,6,13,8,173.53
2019,6,13,9,249.97
2019,6,13,10,293.45
2019,6,13,11,398.73
2019,6,13,12,663.13
2019,6,13,13,538.06
2019,6,13,14,522.01
2019,6,13,15,356.88
2019,6,13,16,210.63
2019,6,13,17,62.95
2019,6,13,18,0.0
2019,6,13,19,0.0
2019,6,13,20,0.0
2019,6,13,21,0.0
2019,6,13,22,0.0
2019,6,13,23,0.0
2019,6,14,0,0.0
2019,6,14,1,0.0
2019,6,14,2,0.0
2019,6,14,3,0.0
2019,6,14,4,0.0
2019,6,14,5,0.0
2019,6,14,6,28.44
2019,6,14,7,109.53
2019,6,14,8,214.33
2019,6,14,9,289.15
2019,6,14,10,423.36
2019,6,14,11,414.81
2019,6,14,12,486.44
2019,6,14,13,565.9
2019,6,14,14,578.98
2019,6,14,15,418.13
2019,6,14,16,233.23
2019,6,14,17,71.38
2019,6,14,18,0.0
2019,6,14,19,0.0
2019,6,14,20,0.0
2019,6,14,21,0.0
2019,6,14,22,0.0
2019,6,14,23,0.0
2019,6,15,0,0.0
2019,6,15,1,0.0
2019,6,15,2,0.0
2019,6,15,3,0.0
2019,6,15,4,0.0
2019,6,15,5,0.0
2019,6,15,6,37.94
2019,6,15,7,151.33
2019,6,15,8,273.92
2019,6,15,9,291.71
2019,6,15,10,354.99
2019,6,15,11,455.53
2019,6,15,12,441.52
2019,6,15,13,415.72
2019,6,15,14,301.69
2019,6,15,15,221.78
2019,6,15,16,113.98
2019,6,15,17,36.33
2019,6,15,18,0.0
2019,6,15,19,0.0
2019,6,15,20,0.0
2019,6,15,21,0.0
2019,6,15,22,0.0
2019,6,15,23,0.0
2019,6,16,0,0.0
2019,6,16,1,0.0
2019,6,16,2,0.0
2019,6,16,3,0.0
2019,6,16,4,0.0
2019,6,16,5,0.0
2019,6,16,6,21.17
2019,6,16,7,86.84
2019,6,16,8,169.32
2019,6,16,9,238.64
2019,6,16,10,303.24
2019,6,16,11,359.61
2019,6,16,12,358.88
2019,6,16,13,466.95
2019,6,16,14,416.19
2019,6,16,15,345.7
2019,6,16,16,199.37
2019,6,16,17,65.08
2019,6,16,18,0.0
2019,6,16,19,0.0
2019,6,16,20,0.0
2019,6,16,21,0.0
2019,6,16,22,0.0
2019,6,16,23,0.0
2019,6,17,0,0.0
2019,6,17,1,0.0
2019,6,17,2,0.0
2019,6,17,3,0.0
2019,6,17,4,0.0
2019,6,17,5,0.0
2019,6,17,6,30.98
2019,6,17,7,89.09
2019,6,17,8,173.61
2019,6,17,9,243.72
2019,6,17,10,347.91
2019,6,17,11,480.62
2019,6,17,12,394.58
2019,6,17,13,268.82
2019,6,17,14,157.89
2019,6,17,15,201.52
2019,6,17,16,135.55
2019,6,17,17,59.28
2019,6,17,18,0.0
2019,6,17,19,0.0
2019,6,17,20,0.0
2019,6,17,21,0.0
2019,6,17,22,0.0
2019,6,17,23,0.0
2019,6,18,0,0.0
2019,6,18,1,0.0
2019,6,18,2,0.0
2019,6,18,3,0.0
2019,6,18,4,0.0
2019,6,18,5,0.0
2019,6,18,6,35.35
2019,6,18,7,109.34
2019,6,18,8,202.39
2019,6,18,9,231.38
2019,6,18,10,297.52
2019,6,18,11,270.05
2019,6,18,12,295.7
2019,6,18,13,351.12
2019,6,18,14,356.24
2019,6,18,15,302.77
2019,6,18,16,189.34
2019,6,18,17,70.78
2019,6,18,18,0.0
2019,6,18,19,0.0
2019,6,18,20,0.0
2019,6,18,21,0.0
2019,6,18,22,0.0
2019,6,18,23,0.0
2019,6,19,0,0.0
2019,6,19,1,0.0
2019,6,19,2,0.0
2019,6,19,3,0.0
2019,6,19,4,0.0
2019,6,19,5,0.0
2019,6,19,6,33.66
2019,6,19,7,77.25
2019,6,19,8,190.27
2019,6,19,9,244.87
