YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2013,3,9,1,0.0
2013,3,9,2,0.0
2013,3,9,3,0.0
2013,3,9,4,0.0
2013,3,9,5,0.0
2013,3,9,6,8.77
2013,3,9,7,34.4
2013,3,9,8,32.82
2013,3,9,9,152.94
2013,3,9,10,204.93
2013,3,9,11,428.38
2013,3,9,12,448.09
2013,3,9,13,435.05
2013,3,9,14,383.74
2013,3,9,15,369.84
2013,3,9,16,233.71
2013,3,9,17,85.69
2013,3,9,18,0.0
2013,3,9,19,0.0
2013,3,9,20,0.0
2013,3,9,21,0.0
2013,3,9,22,0.0
2013,3,9,23,0.0
2013,3,10,0,0.0
2013,3,10,1,0.0
2013,3,10,2,0.0
2013,3,10,3,0.0
2013,3,10,4,0.0
2013,3,10,5,0.0
2013,3,10,6,16.33
2013,3,10,7,62.86
2013,3,10,8,109.62
2013,3,10,9,140.63
2013,3,10,10,129.13
2013,3,10,11,137.98
2013,3,10,12,405.77
2013,3,10,13,496.22
2013,3,10,14,357.17
2013,3,10,15,517.91
2013,3,10,16,316.25
2013,3,10,17,109.58
2013,3,10,18,0.0
2013,3,10,19,0.0
2013,3,10,20,0.0
2013,3,10,21,0.0
2013,3,10,22,0.0
2013,3,10,23,0.0
2013,3,11,0,0.0
2013,3,11,1,0.0
2013,3,11,2,0.0
2013,3,11,3,0.0
2013,3,11,4,0.0
2013,3,11,5,0.0
2013,3,11,6,21.12
2013,3,11,7,138.27
2013,3,11,8,309.77
2013,3,11,9,471.86
2013,3,11,10,526.38
2013,3,11,11,589.48
2013,3,11,12,564.79
2013,3,11,13,497.48
2013,3,11,14,557.59
2013,3,11,15,566.7
2013,3,11,16,359.91
2013,3,11,17,123.0
2013,3,11,18,0.0
2013,3,11,19,0.0
2013,3,11,20,0.0
2013,3,11,21,0.0
2013,3,11,22,0.0
2013,3,11,23,0.0
2013,3,12,0,0.0
2013,3,12,1,0.0
2013,3,12,2,0.0
2013,3,12,3,0.0
2013,3,12,4,0.0
2013,3,12,5,0.0
2013,3,12,6,14.76
2013,3,12,7,100.6
2013,3,12,8,249.61
2013,3,12,9,325.09
2013,3,12,10,622.6
2013,3,12,11,814.28
2013,3,12,12,819.85
2013,3,12,13,864.62
2013,3,12,14,784.29
2013,3,12,15,599.47
2013,3,12,16,373.13
2013,3,12,17,135.02
2013,3,12,18,0.0
2013,3,12,19,0.0
2013,3,12,20,0.0
2013,3,12,21,0.0
2013,3,12,22,0.0
2013,3,12,23,0.0
2013,3,13,0,0.0
2013,3,13,1,0.0
2013,3,13,2,0.0
2013,3,13,3,0.0
2013,3,13,4,0.0
2013,3,13,5,0.0
2013,3,13,6,19.95
2013,3,13,7,150.0
2013,3,13,8,361.88
2013,3,13,9,538.33
2013,3,13,10,656.99
2013,3,13,11,772.47
2013,3,13,12,787.95
2013,3,13,13,756.38
2013,3,13,14,618.82
2013,3,13,15,367.5
2013,3,13,16,200.16
2013,3,13,17,73.18
2013,3,13,18,0.0
2013,3,13,19,0.0
2013,3,13,20,0.0
2013,3,13,21,0.0
2013,3,13,22,0.0
2013,3,13,23,0.0
2013,3,14,0,0.0
2013,3,14,1,0.0
2013,3,14,2,0.0
2013,3,14,3,0.0
2013,3,14,4,0.0
2013,3,14,5,0.0
2013,3,14,6,11.38
2013,3,14,7,94.62
2013,3,14,8,249.89
2013,3,14,9,433.37
2013,3,14,10,472.1
2013,3,14,11,554.62
2013,3,14,12,565.62
2013,3,14,13,624.39
2013,3,14,14,667.63
2013,3,14,15,571.26
2013,3,14,16,347.95
2013,3,14,17,120.12
2013,3,14,18,0.0
2013,3,14,19,0.0
2013,3,14,20,0.0
2013,3,14,21,0.0
2013,3,14,22,0.0
2013,3,14,23,0.0
2013,3,15,0,0.0
2013,3,15,1,0.0
2013,3,15,2,0.0
2013,3,15,3,0.0
2013,3,15,4,0.0
2013,3,15,5,0.0
2013,3,15,6,9.3
2013,3,15,7,55.4
2013,3,15,8,111.57
2013,3,15,9,131.67
2013,3,15,10,229.62
2013,3,15,11,371.77
2013,3,15,12,412.02
2013,3,15,13,300.79
2013,3,15,14,392.24
2013,3,15,15,363.25
2013,3,15,16,271.21
2013,3,15,17,100.56
2013,3,15,18,0.0
2013,3,15,19,0.0
2013,3,15,20,0.0
2013,3,15,21,0.0
2013,3,15,22,0.0
2013,3,15,23,0.0
2013,3,16,0,0.0
2013,3,16,1,0.0
2013,3,16,2,0.0
2013,3,16,3,0.0
2013,3,16,4,0.0
2013,3,16,5,0.0
2013,3,16,6,17.98
2013,3,16,7,83.02
2013,3,16,8,152.39
2013,3,16,9,199.79
2013,3,16,10,256.05
2013,3,16,11,253.11
2013,3,16,12,159.24
2013,3,16,13,126.63
2013,3,16,14,123.48
2013,3,16,15,186.7
2013,3,16,16,133.3
2013,3,16,17,49.77
2013,3,16,18,0.0
2013,3,16,19,0.0
2013,3,16,20,0.0
2013,3,16,21,0.0
2013,3,16,22,0.0
2013,3,16,23,0.0
2013,3,17,0,0.0
2013,3,17,1,0.0
2013,3,17,2,0.0
2013,3,17,3,0.0
2013,3,17,4,0.0
2013,3,17,5,0.0
2013,3,17,6,17.27
2013,3,17,7,92.8
2013,3,17,8,211.35
2013,3,17,9,376.62
2013,3,17,10,584.32
2013,3,17,11,663.02
2013,3,17,12,524.69
2013,3,17,13,513.07
2013,3,17,14,486.91
2013,3,17,15,382.23
2013,3,17,16,218.35
2013,3,17,17,75.97
2013,3,17,18,0.0
2013,3,17,19,0.0
2013,3,17,20,0.0
2013,3,17,21,0.0
2013,3,17,22,0.0
2013,3,17,23,0.0
2013,3,18,0,0.0
2013,3,18,1,0.0
2013,3,18,2,0.0
2013,3,18,3,0.0
2013,3,18,4,0.0
2013,3,18,5,0.0
2013,3,18,6,12.64
2013,3,18,7,54.15
2013,3,18,8,93.12
2013,3,18,9,186.66
2013,3,18,10,277.65
2013,3,18,11,457.21
2013,3,18,12,624.7
2013,3,18,13,617.03
2013,3,18,14,584.55
2013,3,18,15,453.23
2013,3,18,16,264.48
2013,3,18,17,84.58
2013,3,18,18,0.0
2013,3,18,19,0.0
2013,3,18,20,0.0
2013,3,18,21,0.0
2013,3,18,22,0.0
2013,3,18,23,0.0
2013,3,19,0,0.0
2013,3,19,1,0.0
2013,3,19,2,0.0
2013,3,19,3,0.0
2013,3,19,4,0.0
2013,3,19,5,0.0
2013,3,19,6,15.98
2013,3,19,7,84.94
2013,3,19,8,203.79
2013,3,19,9,539.79
2013,3,19,10,756.63
2013,3,19,11,747.97
2013,3,19,12,778.91
2013,3,19,13,707.9
2013,3,19,14,591.35
2013,3,19,15,486.78
2013,3,19,16,287.91
2013,3,19,17,101.06
2013,3,19,18,0.0
2013,3,19,19,0.0
2013,3,19,20,0.0
2013,3,19,21,0.0
2013,3,19,22,0.0
2013,3,19,23,0.0
2013,3,20,0,0.0
2013,3,20,1,0.0
2013,3,20,2,0.0
2013,3,20,3,0.0
2013,3,20,4,0.0
2013,3,20,5,0.0
2013,3,20,6,22.52
2013,3,20,7,143.29
2013,3,20,8,292.09
2013,3,20,9,457.58
2013,3,20,10,580.09
2013,3,20,11,827.12
2013,3,20,12,817.79
2013,3,20,13,755.72
2013,3,20,14,699.57
2013,3,20,15,522.86
2013,3,20,16,306.86
2013,3,20,17,101.49
2013,3,20,18,0.0
2013,3,20,19,0.0
2013,3,20,20,0.0
2013,3,20,21,0.0
2013,3,20,22,0.0
2013,3,20,23,0.0
2013,3,21,0,0.0
2013,3,21,1,0.0
2013,3,21,2,0.0
2013,3,21,3,0.0
2013,3,21,4,0.0
2013,3,21,5,0.0
2013,3,21,6,5.93
2013,3,21,7,19.44
2013,3,21,8,33.06
2013,3,21,9,50.29
2013,3,21,10,55.77
2013,3,21,11,94.35
2013,3,21,12,69.74
2013,3,21,13,76.04
2013,3,21,14,117.29
2013,3,21,15,119.38
2013,3,21,16,79.73
2013,3,21,17,33.95
2013,3,21,18,0.0
2013,3,21,19,0.0
2013,3,21,20,0.0
2013,3,21,21,0.0
2013,3,21,22,0.0
2013,3,21,23,0.0
2013,3,22,0,0.0
2013,3,22,1,0.0
2013,3,22,2,0.0
2013,3,22,3,0.0
2013,3,22,4,0.0
2013,3,22,5,0.0
2013,3,22,6,14.02
2013,3,22,7,106.29
2013,3,22,8,241.56
2013,3,22,9,370.57
2013,3,22,10,423.03
2013,3,22,11,655.54
2013,3,22,12,596.59
2013,3,22,13,315.67
2013,3,22,14,235.29
2013,3,22,15,201.13
2013,3,22,16,167.78
2013,3,22,17,48.82
2013,3,22,18,0.0
2013,3,22,19,0.0
2013,3,22,20,0.0
2013,3,22,21,0.0
2013,3,22,22,0.0
2013,3,22,23,0.0
2013,3,23,0,0.0
2013,3,23,1,0.0
2013,3,23,2,0.0
2013,3,23,3,0.0
2013,3,23,4,0.0
2013,3,23,5,0.0
2013,3,23,6,12.86
2013,3,23,7,62.71
2013,3,23,8,129.11
2013,3,23,9,266.12
2013,3,23,10,336.39
2013,3,23,11,602.38
2013,3,23,12,627.69
2013,3,23,13,590.21
2013,3,23,14,514.09
2013,3,23,15,335.05
2013,3,23,16,181.14
2013,3,23,17,50.98
2013,3,23,18,0.0
2013,3,23,19,0.0
2013,3,23,20,0.0
2013,3,23,21,0.0
2013,3,23,22,0.0
2013,3,23,23,0.0
2013,3,24,0,0.0
2013,3,24,1,0.0
2013,3,24,2,0.0
2013,3,24,3,0.0
2013,3,24,4,0.0
2013,3,24,5,0.0
2013,3,24,6,31.35
2013,3,24,7,192.23
2013,3,24,8,421.84
2013,3,24,9,707.41
2013,3,24,10,862.83
2013,3,24,11,949.49
2013,3,24,12,975.35
2013,3,24,13,912.76
2013,3,24,14,797.62
2013,3,24,15,594.23
2013,3,24,16,359.77
2013,3,24,17,119.97
2013,3,24,18,0.0
2013,3,24,19,0.0
2013,3,24,20,0.0
2013,3,24,21,0.0
2013,3,24,22,0.0
2013,3,24,23,0.0
2013,3,25,0,0.0
2013,3,25,1,0.0
2013,3,25,2,0.0
2013,3,25,3,0.0
2013,3,25,4,0.0
2013,3,25,5,0.0
2013,3,25,6,35.34
2013,3,25,7,229.59
2013,3,25,8,474.32
2013,3,25,9,616.05
2013,3,25,10,741.69
2013,3,25,11,863.95
2013,3,25,12,854.82
2013,3,25,13,785.34
2013,3,25,14,683.59
2013,3,25,15,517.65
2013,3,25,16,305.63
2013,3,25,17,97.53
2013,3,25,18,0.0
2013,3,25,19,0.0
2013,3,25,20,0.0
2013,3,25,21,0.0
2013,3,25,22,0.0
2013,3,25,23,0.0
2013,3,26,0,0.0
2013,3,26,1,0.0
2013,3,26,2,0.0
2013,3,26,3,0.0
2013,3,26,4,0.0
2013,3,26,5,0.0
2013,3,26,6,6.68
2013,3,26,7,24.44
2013,3,26,8,67.52
2013,3,26,9,162.49
2013,3,26,10,453.75
2013,3,26,11,742.11
2013,3,26,12,857.55
2013,3,26,13,844.36
2013,3,26,14,702.66
2013,3,26,15,479.15
2013,3,26,16,259.43
2013,3,26,17,89.97
2013,3,26,18,0.0
2013,3,26,19,0.0
2013,3,26,20,0.0
2013,3,26,21,0.0
2013,3,26,22,0.0
2013,3,26,23,0.0
2013,3,27,0,0.0
2013,3,27,1,0.0
2013,3,27,2,0.0
2013,3,27,3,0.0
2013,3,27,4,0.0
2013,3,27,5,0.0
2013,3,27,6,35.38
2013,3,27,7,212.99
2013,3,27,8,436.36
2013,3,27,9,686.16
2013,3,27,10,841.75
2013,3,27,11,897.03
2013,3,27,12,868.0
2013,3,27,13,760.83
2013,3,27,14,524.44
2013,3,27,15,278.84
2013,3,27,16,132.65
2013,3,27,17,42.91
2013,3,27,18,0.0
2013,3,27,19,0.0
2013,3,27,20,0.0
2013,3,27,21,0.0
2013,3,27,22,0.0
2013,3,27,23,0.0
2013,3,28,0,0.0
2013,3,28,1,0.0
2013,3,28,2,0.0
2013,3,28,3,0.0
2013,3,28,4,0.0
2013,3,28,5,0.0
2013,3,28,6,12.27
2013,3,28,7,54.05
2013,3,28,8,108.33
2013,3,28,9,118.09
2013,3,28,10,182.59
2013,3,28,11,141.78
2013,3,28,12,137.47
2013,3,28,13,211.97
2013,3,28,14,146.03
2013,3,28,15,214.68
2013,3,28,16,170.43
2013,3,28,17,44.07
2013,3,28,18,0.0
2013,3,28,19,0.0
2013,3,28,20,0.0
2013,3,28,21,0.0
2013,3,28,22,0.0
2013,3,28,23,0.0
2013,3,29,0,0.0
2013,3,29,1,0.0
2013,3,29,2,0.0
2013,3,29,3,0.0
2013,3,29,4,0.0
2013,3,29,5,0.0
2013,3,29,6,20.04
2013,3,29,7,64.13
2013,3,29,8,153.74
2013,3,29,9,277.2
2013,3,29,10,342.02
2013,3,29,11,529.49
2013,3,29,12,701.95
2013,3,29,13,644.4
2013,3,29,14,648.66
2013,3,29,15,492.84
2013,3,29,16,297.16
2013,3,29,17,84.53
2013,3,29,18,0.0
2013,3,29,19,0.0
2013,3,29,20,0.0
2013,3,29,21,0.0
2013,3,29,22,0.0
2013,3,29,23,0.0
2013,3,30,0,0.0
2013,3,30,1,0.0
2013,3,30,2,0.0
2013,3,30,3,0.0
2013,3,30,4,0.0
2013,3,30,5,0.0
2013,3,30,6,15.86
2013,3,30,7,49.69
2013,3,30,8,53.25
2013,3,30,9,91.71
2013,3,30,10,140.16
2013,3,30,11,145.38
2013,3,30,12,305.09
2013,3,30,13,236.43
2013,3,30,14,376.7
2013,3,30,15,359.84
2013,3,30,16,220.28
2013,3,30,17,66.98
2013,3,30,18,0.0
2013,3,30,19,0.0
2013,3,30,20,0.0
2013,3,30,21,0.0
2013,3,30,22,0.0
2013,3,30,23,0.0
2013,3,31,0,0.0
2013,3,31,1,0.0
2013,3,31,2,0.0
2013,3,31,3,0.0
2013,3,31,4,0.0
2013,3,31,5,0.0
2013,3,31,6,18.65
2013,3,31,7,106.95
2013,3,31,8,231.01
2013,3,31,9,350.6
2013,3,31,10,455.95
2013,3,31,11,616.52
2013,3,31,12,700.89
2013,3,31,13,590.23
2013,3,31,14,574.52
2013,3,31,15,406.41
2013,3,31,16,225.29
2013,3,31,17,70.16
2013,3,31,18,0.0
2013,3,31,19,0.0
2013,3,31,20,0.0
2013,3,31,21,0.0
2013,3,31,22,0.0
2013,3,31,23,0.0
2013,4,1,0,0.0
2013,4,1,1,0.0
2013,4,1,2,0.0
2013,4,1,3,0.0
2013,4,1,4,0.0
2013,4,1,5,0.0
2013,4,1,6,16.32
2013,4,1,7,68.91
2013,4,1,8,148.55
2013,4,1,9,160.12
2013,4,1,10,222.55
2013,4,1,11,277.57
2013,4,1,12,435.35
2013,4,1,13,464.25
2013,4,1,14,505.48
2013,4,1,15,393.27
2013,4,1,16,254.58
2013,4,1,17,72.43
2013,4,1,18,0.0
2013,4,1,19,0.0
2013,4,1,20,0.0
2013,4,1,21,0.0
2013,4,1,22,0.0
2013,4,1,23,0.0
2013,4,2,0,0.0
2013,4,2,1,0.0
2013,4,2,2,0.0
2013,4,2,3,0.0
2013,4,2,4,0.0
2013,4,2,5,0.0
2013,4,2,6,16.27
2013,4,2,7,55.37
2013,4,2,8,124.66
2013,4,2,9,195.54
2013,4,2,10,225.11
2013,4,2,11,290.79
2013,4,2,12,337.03
2013,4,2,13,450.95
2013,4,2,14,515.66
2013,4,2,15,387.9
2013,4,2,16,250.52
2013,4,2,17,79.05
2013,4,2,18,0.0
2013,4,2,19,0.0
2013,4,2,20,0.0
2013,4,2,21,0.0
2013,4,2,22,0.0
2013,4,2,23,0.0
2013,4,3,0,0.0
2013,4,3,1,0.0
2013,4,3,2,0.0
2013,4,3,3,0.0
2013,4,3,4,0.0
2013,4,3,5,0.0
2013,4,3,6,31.06
2013,4,3,7,157.78
2013,4,3,8,353.75
2013,4,3,9,633.75
2013,4,3,10,691.17
2013,4,3,11,790.09
2013,4,3,12,750.43
2013,4,3,13,660.0
2013,4,3,14,553.42
2013,4,3,15,423.8
2013,4,3,16,231.02
2013,4,3,17,74.27
2013,4,3,18,0.0
2013,4,3,19,0.0
2013,4,3,20,0.0
2013,4,3,21,0.0
2013,4,3,22,0.0
2013,4,3,23,0.0
2013,4,4,0,0.0
2013,4,4,1,0.0
2013,4,4,2,0.0
2013,4,4,3,0.0
2013,4,4,4,0.0
2013,4,4,5,0.0
2013,4,4,6,6.28
2013,4,4,7,47.89
2013,4,4,8,168.2
2013,4,4,9,305.06
2013,4,4,10,396.56
2013,4,4,11,417.77
2013,4,4,12,494.48
2013,4,4,13,534.71
2013,4,4,14,452.55
2013,4,4,15,398.08
2013,4,4,16,260.46
2013,4,4,17,78.87
2013,4,4,18,0.0
2013,4,4,19,0.0
2013,4,4,20,0.0
2013,4,4,21,0.0
2013,4,4,22,0.0
2013,4,4,23,0.0
2013,4,5,0,0.0
2013,4,5,1,0.0
2013,4,5,2,0.0
2013,4,5,3,0.0
2013,4,5,4,0.0
2013,4,5,5,0.0
2013,4,5,6,9.45
2013,4,5,7,76.12
2013,4,5,8,224.86
2013,4,5,9,344.77
2013,4,5,10,394.3
2013,4,5,11,463.44
2013,4,5,12,475.34
2013,4,5,13,430.8
2013,4,5,14,376.49
2013,4,5,15,318.8
2013,4,5,16,186.38
2013,4,5,17,58.82
2013,4,5,18,0.0
2013,4,5,19,0.0
2013,4,5,20,0.0
2013,4,5,21,0.0
2013,4,5,22,0.0
2013,4,5,23,0.0
2013,4,6,0,0.0
2013,4,6,1,0.0
2013,4,6,2,0.0
2013,4,6,3,0.0
2013,4,6,4,0.0
2013,4,6,5,0.0
2013,4,6,6,37.8
2013,4,6,7,216.07
2013,4,6,8,454.05
2013,4,6,9,695.98
2013,4,6,10,789.62
2013,4,6,11,775.06
2013,4,6,12,644.09
2013,4,6,13,565.87
2013,4,6,14,394.43
2013,4,6,15,325.16
2013,4,6,16,199.51
2013,4,6,17,58.25
2013,4,6,18,0.0
2013,4,6,19,0.0
2013,4,6,20,0.0
2013,4,6,21,0.0
2013,4,6,22,0.0
2013,4,6,23,0.0
2013,4,7,0,0.0
2013,4,7,1,0.0
2013,4,7,2,0.0
2013,4,7,3,0.0
2013,4,7,4,0.0
2013,4,7,5,0.0
2013,4,7,6,27.77
2013,4,7,7,93.61
2013,4,7,8,201.18
2013,4,7,9,252.55
2013,4,7,10,100.42
2013,4,7,11,175.15
2013,4,7,12,290.91
2013,4,7,13,292.06
2013,4,7,14,370.2
2013,4,7,15,360.69
2013,4,7,16,208.63
2013,4,7,17,66.41
2013,4,7,18,0.0
2013,4,7,19,0.0
2013,4,7,20,0.0
2013,4,7,21,0.0
2013,4,7,22,0.0
2013,4,7,23,0.0
2013,4,8,0,0.0
2013,4,8,1,0.0
2013,4,8,2,0.0
2013,4,8,3,0.0
2013,4,8,4,0.0
2013,4,8,5,0.0
2013,4,8,6,18.52
2013,4,8,7,67.83
2013,4,8,8,130.68
2013,4,8,9,62.76
2013,4,8,10,80.23
2013,4,8,11,440.14
2013,4,8,12,431.63
2013,4,8,13,452.21
2013,4,8,14,327.27
2013,4,8,15,169.04
2013,4,8,16,115.21
2013,4,8,17,38.88
2013,4,8,18,0.0
2013,4,8,19,0.0
2013,4,8,20,0.0
2013,4,8,21,0.0
2013,4,8,22,0.0
2013,4,8,23,0.0
2013,4,9,0,0.0
2013,4,9,1,0.0
2013,4,9,2,0.0
2013,4,9,3,0.0
2013,4,9,4,0.0
2013,4,9,5,0.0
2013,4,9,6,37.48
2013,4,9,7,218.61
2013,4,9,8,448.12
2013,4,9,9,656.46
2013,4,9,10,814.08
2013,4,9,11,890.38
2013,4,9,12,707.52
2013,4,9,13,715.52
2013,4,9,14,611.98
2013,4,9,15,501.87
2013,4,9,16,289.54
2013,4,9,17,80.55
2013,4,9,18,0.0
2013,4,9,19,0.0
2013,4,9,20,0.0
2013,4,9,21,0.0
2013,4,9,22,0.0
2013,4,9,23,0.0
2013,4,10,0,0.0
2013,4,10,1,0.0
2013,4,10,2,0.0
2013,4,10,3,0.0
2013,4,10,4,0.0
2013,4,10,5,0.0
2013,4,10,6,19.52
2013,4,10,7,122.75
2013,4,10,8,259.37
2013,4,10,9,351.53
2013,4,10,10,481.48
2013,4,10,11,636.2
2013,4,10,12,690.35
2013,4,10,13,626.34
2013,4,10,14,469.84
2013,4,10,15,133.87
2013,4,10,16,77.06
2013,4,10,17,26.64
2013,4,10,18,0.0
2013,4,10,19,0.0
2013,4,10,20,0.0
2013,4,10,21,0.0
2013,4,10,22,0.0
2013,4,10,23,0.0
2013,4,11,0,0.0
2013,4,11,1,0.0
2013,4,11,2,0.0
2013,4,11,3,0.0
2013,4,11,4,0.0
2013,4,11,5,0.0
2013,4,11,6,44.24
2013,4,11,7,247.34
2013,4,11,8,488.57
2013,4,11,9,681.16
2013,4,11,10,793.09
2013,4,11,11,774.23
2013,4,11,12,620.55
2013,4,11,13,450.7
2013,4,11,14,201.23
2013,4,11,15,203.91
2013,4,11,16,170.29
2013,4,11,17,37.02
2013,4,11,18,0.0
2013,4,11,19,0.0
2013,4,11,20,0.0
2013,4,11,21,0.0
2013,4,11,22,0.0
2013,4,11,23,0.0
2013,4,12,0,0.0
2013,4,12,1,0.0
2013,4,12,2,0.0
2013,4,12,3,0.0
2013,4,12,4,0.0
2013,4,12,5,0.0
2013,4,12,6,40.21
2013,4,12,7,201.91
2013,4,12,8,380.3
2013,4,12,9,482.34
2013,4,12,10,631.2
2013,4,12,11,557.59
2013,4,12,12,596.89
2013,4,12,13,652.2
2013,4,12,14,582.95
2013,4,12,15,410.95
2013,4,12,16,217.05
2013,4,12,17,60.46
2013,4,12,18,0.0
2013,4,12,19,0.0
2013,4,12,20,0.0
2013,4,12,21,0.0
2013,4,12,22,0.0
2013,4,12,23,0.0
2013,4,13,0,0.0
2013,4,13,1,0.0
2013,4,13,2,0.0
2013,4,13,3,0.0
2013,4,13,4,0.0
2013,4,13,5,0.0
2013,4,13,6,32.59
2013,4,13,7,163.57
2013,4,13,8,313.0
2013,4,13,9,478.27
2013,4,13,10,618.88
2013,4,13,11,672.37
2013,4,13,12,496.43
2013,4,13,13,446.07
2013,4,13,14,287.2
2013,4,13,15,276.93
2013,4,13,16,163.8
2013,4,13,17,50.71
2013,4,13,18,0.0
2013,4,13,19,0.0
2013,4,13,20,0.0
2013,4,13,21,0.0
2013,4,13,22,0.0
2013,4,13,23,0.0
2013,4,14,0,0.0
2013,4,14,1,0.0
2013,4,14,2,0.0
2013,4,14,3,0.0
2013,4,14,4,0.0
2013,4,14,5,0.0
2013,4,14,6,15.35
2013,4,14,7,86.7
2013,4,14,8,146.76
2013,4,14,9,204.38
2013,4,14,10,254.81
2013,4,14,11,428.3
2013,4,14,12,363.38
2013,4,14,13,326.8
2013,4,14,14,235.59
2013,4,14,15,80.65
2013,4,14,16,73.58
2013,4,14,17,23.94
2013,4,14,18,0.0
2013,4,14,19,0.0
2013,4,14,20,0.0
2013,4,14,21,0.0
2013,4,14,22,0.0
2013,4,14,23,0.0
2013,4,15,0,0.0
2013,4,15,1,0.0
2013,4,15,2,0.0
2013,4,15,3,0.0
2013,4,15,4,0.0
2013,4,15,5,0.0
2013,4,15,6,12.28
2013,4,15,7,36.78
2013,4,15,8,120.88
2013,4,15,9,219.27
2013,4,15,10,340.29
2013,4,15,11,285.38
2013,4,15,12,478.08
2013,4,15,13,511.8
2013,4,15,14,495.66
2013,4,15,15,403.6
2013,4,15,16,237.52
2013,4,15,17,59.97
2013,4,15,18,0.0
2013,4,15,19,0.0
2013,4,15,20,0.0
2013,4,15,21,0.0
2013,4,15,22,0.0
2013,4,15,23,0.0
2013,4,16,0,0.0
2013,4,16,1,0.0
2013,4,16,2,0.0
2013,4,16,3,0.0
2013,4,16,4,0.0
2013,4,16,5,0.0
2013,4,16,6,23.89
2013,4,16,7,133.98
2013,4,16,8,295.74
2013,4,16,9,503.37
2013,4,16,10,627.95
2013,4,16,11,725.06
2013,4,16,12,699.62
2013,4,16,13,691.65
2013,4,16,14,672.36
2013,4,16,15,488.27
2013,4,16,16,282.71
2013,4,16,17,65.82
2013,4,16,18,0.0
2013,4,16,19,0.0
2013,4,16,20,0.0
2013,4,16,21,0.0
2013,4,16,22,0.0
2013,4,16,23,0.0
2013,4,17,0,0.0
2013,4,17,1,0.0
2013,4,17,2,0.0
2013,4,17,3,0.0
2013,4,17,4,0.0
2013,4,17,5,0.0
2013,4,17,6,28.48
2013,4,17,7,143.11
2013,4,17,8,290.2
2013,4,17,9,356.34
2013,4,17,10,590.72
2013,4,17,11,637.15
2013,4,17,12,565.9
2013,4,17,13,451.87
2013,4,17,14,296.54
2013,4,17,15,64.4
2013,4,17,16,81.6
2013,4,17,17,31.38
2013,4,17,18,0.0
2013,4,17,19,0.0
2013,4,17,20,0.0
2013,4,17,21,0.0
2013,4,17,22,0.0
2013,4,17,23,0.0
2013,4,18,0,0.0
2013,4,18,1,0.0
2013,4,18,2,0.0
2013,4,18,3,0.0
2013,4,18,4,0.0
2013,4,18,5,0.0
2013,4,18,6,24.99
2013,4,18,7,105.64
2013,4,18,8,199.05
2013,4,18,9,324.8
2013,4,18,10,524.91
2013,4,18,11,455.41
2013,4,18,12,332.05
2013,4,18,13,225.94
2013,4,18,14,271.66
2013,4,18,15,188.05
2013,4,18,16,130.66
2013,4,18,17,37.88
2013,4,18,18,0.0
2013,4,18,19,0.0
2013,4,18,20,0.0
2013,4,18,21,0.0
2013,4,18,22,0.0
2013,4,18,23,0.0
2013,4,19,0,0.0
2013,4,19,1,0.0
2013,4,19,2,0.0
2013,4,19,3,0.0
2013,4,19,4,0.0
2013,4,19,5,0.0
2013,4,19,6,28.51
2013,4,19,7,114.2
2013,4,19,8,245.95
2013,4,19,9,398.62
2013,4,19,10,464.12
2013,4,19,11,467.3
2013,4,19,12,524.61
2013,4,19,13,586.09
2013,4,19,14,424.35
2013,4,19,15,280.24
2013,4,19,16,137.34
2013,4,19,17,38.56
2013,4,19,18,0.0
2013,4,19,19,0.0
2013,4,19,20,0.0
2013,4,19,21,0.0
2013,4,19,22,0.0
2013,4,19,23,0.0
2013,4,20,0,0.0
2013,4,20,1,0.0
2013,4,20,2,0.0
2013,4,20,3,0.0
2013,4,20,4,0.0
2013,4,20,5,0.0
2013,4,20,6,22.45
2013,4,20,7,107.42
2013,4,20,8,243.45
2013,4,20,9,349.34
2013,4,20,10,427.97
2013,4,20,11,534.0
2013,4,20,12,620.28
2013,4,20,13,683.94
2013,4,20,14,561.02
2013,4,20,15,464.67
2013,4,20,16,259.34
2013,4,20,17,61.73
2013,4,20,18,0.0
2013,4,20,19,0.0
2013,4,20,20,0.0
2013,4,20,21,0.0
2013,4,20,22,0.0
2013,4,20,23,0.0
2013,4,21,0,0.0
2013,4,21,1,0.0
2013,4,21,2,0.0
2013,4,21,3,0.0
2013,4,21,4,0.0
2013,4,21,5,0.0
2013,4,21,6,43.44
2013,4,21,7,222.78
2013,4,21,8,454.07
2013,4,21,9,591.23
2013,4,21,10,611.12
2013,4,21,11,759.05
2013,4,21,12,804.48
2013,4,21,13,808.91
2013,4,21,14,617.02
2013,4,21,15,445.54
2013,4,21,16,251.29
2013,4,21,17,70.66
2013,4,21,18,0.0
2013,4,21,19,0.0
2013,4,21,20,0.0
2013,4,21,21,0.0
2013,4,21,22,0.0
2013,4,21,23,0.0
2013,4,22,0,0.0
2013,4,22,1,0.0
2013,4,22,2,0.0
2013,4,22,3,0.0
2013,4,22,4,0.0
2013,4,22,5,0.0
2013,4,22,6,17.8
2013,4,22,7,50.1
2013,4,22,8,119.48
2013,4,22,9,182.27
2013,4,22,10,336.4
2013,4,22,11,390.09
2013,4,22,12,519.3
2013,4,22,13,674.47
2013,4,22,14,559.8
2013,4,22,15,491.84
2013,4,22,16,281.01
2013,4,22,17,73.7
2013,4,22,18,0.0
